"","Anno","Mese","Municipio","Incidenti","Feriti","Morti"
"1683",2015,1,2,26,40,0
"1684",2015,1,3,67,77,0
"1685",2015,1,4,50,71,0
"1686",2015,1,5,39,59,0
"1687",2015,1,6,52,62,0
"1688",2015,1,7,53,67,1
"1689",2015,1,8,77,92,0
"1690",2015,1,9,78,107,0
"1691",2015,2,NA,415,536,2
"1692",2015,2,1,23,29,0
"1693",2015,2,2,26,32,0
"1694",2015,2,3,33,39,0
"1695",2015,2,4,21,33,0
"1696",2015,2,5,21,25,0
"1697",2015,2,6,17,25,2
"1698",2015,2,7,24,30,1
"1699",2015,2,8,21,24,0
"1700",2015,2,9,30,38,1
"1701",2015,3,NA,36,58,0
"1702",2015,3,1,93,120,1
"1703",2015,3,2,55,69,1
"1704",2015,3,3,106,134,1
"1705",2015,3,4,54,75,1
"1706",2015,3,5,62,88,0
"1707",2015,3,6,75,106,0
"1708",2015,3,7,72,104,0
"1709",2015,3,8,83,106,1
"1710",2015,3,9,88,107,0
"1711",2015,4,NA,32,47,0
"1712",2015,4,1,89,106,0
"1713",2015,4,2,50,69,0
"1714",2015,4,3,108,139,1
"1715",2015,4,4,80,120,0
"1716",2015,4,5,72,87,0
"1717",2015,4,6,59,85,0
"1718",2015,4,7,86,104,1
"1719",2015,4,8,82,117,0
"1720",2015,4,9,105,127,0
"1721",2015,5,NA,48,54,1
"1722",2015,5,1,106,144,0
"1723",2015,5,2,43,58,1
"1724",2015,5,3,82,106,0
"1725",2015,5,4,86,114,0
"1726",2015,5,5,74,105,0
"1727",2015,5,6,80,96,0
"1728",2015,5,7,85,121,2
"1729",2015,5,8,117,154,1
"1730",2015,5,9,105,146,0
"1731",2015,6,NA,37,51,0
"1732",2015,6,1,87,111,0
"1733",2015,6,2,50,62,0
"1734",2015,6,3,106,132,2
"1735",2015,6,4,73,93,1
"1736",2015,6,5,67,88,1
"1737",2015,6,6,77,108,0
"1738",2015,6,7,86,110,1
"1739",2015,6,8,114,161,1
"1740",2015,6,9,95,124,1
"1741",2015,7,NA,47,66,0
"1742",2015,7,1,91,113,0
"1743",2015,7,2,64,89,0
"1744",2015,7,3,97,131,0
"1745",2015,7,4,81,103,0
"1746",2015,7,5,92,110,1
"1747",2015,7,6,81,93,0
"1748",2015,7,7,68,89,0
"1749",2015,7,8,84,108,0
"1750",2015,7,9,103,137,1
"1751",2015,8,NA,19,22,1
"1752",2015,8,1,34,39,0
"1753",2015,8,2,29,40,0
"1754",2015,8,3,42,52,0
"1755",2015,8,4,34,44,0
"1756",2015,8,5,53,85,0
"1757",2015,8,6,31,37,0
"1758",2015,8,7,44,65,0
"1759",2015,8,8,48,57,1
"1760",2015,8,9,51,65,1
"1761",2015,9,NA,49,59,0
"1762",2015,9,1,89,115,1
"1763",2015,9,2,37,49,0
"1764",2015,9,3,81,102,0
"1765",2015,9,4,83,111,1
"1766",2015,9,5,70,95,0
"1767",2015,9,6,78,107,0
"1768",2015,9,7,89,113,1
"1769",2015,9,8,94,124,0
"1770",2015,9,9,94,117,0
"1771",2015,10,NA,40,49,0
"1772",2015,10,1,99,134,1
"1773",2015,10,2,60,75,0
"1774",2015,10,3,130,165,1
"1775",2015,10,4,77,102,0
"1776",2015,10,5,81,101,1
"1777",2015,10,6,74,112,0
"1778",2015,10,7,89,114,0
"1779",2015,10,8,121,165,1
"1780",2015,10,9,110,152,2
"1781",2015,11,NA,26,31,0
"1782",2015,11,1,117,142,0
"1783",2015,11,2,54,65,1
"1784",2015,11,3,82,97,0
"1785",2015,11,4,76,103,0
"1786",2015,11,5,62,87,0
"1787",2015,11,6,80,104,1
"1788",2015,11,7,83,108,1
"1789",2015,11,8,104,136,0
"1790",2015,11,9,92,115,0
"1791",2015,12,NA,28,36,1
"1792",2015,12,1,92,106,0
"1793",2015,12,2,28,40,0
"1794",2015,12,3,66,82,1
"1795",2015,12,4,71,92,0
"1796",2015,12,5,61,82,0
"1797",2015,12,6,60,83,1
"1798",2015,12,7,66,84,0
"1799",2015,12,8,71,106,0
"1800",2015,12,9,82,104,2
"1801",2016,1,NA,33,40,0
"1802",2016,1,1,78,85,1
"1803",2016,1,2,37,51,0
"1804",2016,1,3,67,83,0
"1805",2016,1,4,63,87,0
"1806",2016,1,5,64,84,1
"1807",2016,1,6,43,55,0
"1808",2016,1,7,90,118,2
"1809",2016,1,8,77,111,2
"1810",2016,1,9,85,130,1
"1811",2016,2,NA,48,73,0
"1812",2016,2,1,102,140,0
"1813",2016,2,2,52,60,0
"1814",2016,2,3,77,101,0
"1815",2016,2,4,70,95,0
"1816",2016,2,5,65,90,0
"1817",2016,2,6,46,56,0
"1818",2016,2,7,66,95,0
"1819",2016,2,8,75,111,0
"1820",2016,2,9,105,149,1
"1821",2016,3,NA,35,45,0
"1822",2016,3,1,83,113,0
"1823",2016,3,2,53,73,0
"1824",2016,3,3,73,100,0
"1825",2016,3,4,71,94,1
"1826",2016,3,5,64,87,0
"1827",2016,3,6,71,98,1
"1828",2016,3,7,82,112,0
"1829",2016,3,8,93,131,0
"1830",2016,3,9,103,158,0
"1831",2016,4,NA,39,53,0
"1832",2016,4,1,84,104,0
"1833",2016,4,2,45,62,0
"1834",2016,4,3,111,139,2
"1835",2016,4,4,87,119,0
"1836",2016,4,5,69,97,0
"1837",2016,4,6,73,96,0
"1838",2016,4,7,106,134,0
"1839",2016,4,8,114,139,0
"1840",2016,4,9,93,130,0
"1841",2016,5,NA,36,43,0
"1842",2016,5,1,93,128,0
"1843",2016,5,2,60,80,0
"1844",2016,5,3,114,147,0
"1845",2016,5,4,76,101,1
"1846",2016,5,5,97,132,1
"1847",2016,5,6,64,90,0
"1848",2016,5,7,98,127,0
"1849",2016,5,8,106,154,0
"1850",2016,5,9,122,166,0
"1851",2016,6,NA,46,53,0
"1852",2016,6,1,95,112,1
"1853",2016,6,2,48,59,0
"1854",2016,6,3,98,127,0
"1855",2016,6,4,74,102,0
"1856",2016,6,5,70,96,1
"1857",2016,6,6,61,75,0
"1858",2016,6,7,79,100,0
"1859",2016,6,8,92,121,0
"1860",2016,6,9,104,142,3
"1861",2016,7,NA,32,38,2
"1862",2016,7,1,84,103,0
"1863",2016,7,2,49,58,0
"1864",2016,7,3,98,132,1
"1865",2016,7,4,94,128,1
"1866",2016,7,5,82,100,0
"1867",2016,7,6,75,105,0
"1868",2016,7,7,69,90,0
"1869",2016,7,8,93,138,0
"1870",2016,7,9,94,122,0
"1871",2016,8,NA,18,26,0
"1872",2016,8,1,36,41,0
"1873",2016,8,2,33,49,0
"1874",2016,8,3,52,69,0
"1875",2016,8,4,56,80,0
"1876",2016,8,5,48,61,0
"1877",2016,8,6,30,42,0
"1878",2016,8,7,59,70,1
"1879",2016,8,8,38,53,0
"1880",2016,8,9,59,94,0
"1881",2016,9,NA,45,54,1
"1882",2016,9,1,93,120,0
"1883",2016,9,2,48,53,1
"1884",2016,9,3,85,110,0
"1885",2016,9,4,78,103,2
"1886",2016,9,5,83,120,0
"1887",2016,9,6,67,95,0
"1888",2016,9,7,87,130,1
"1889",2016,9,8,84,109,0
"1890",2016,9,9,104,133,0
"1891",2016,10,NA,51,80,0
"1892",2016,10,1,97,118,0
"1893",2016,10,2,49,67,0
"1894",2016,10,3,94,116,0
"1895",2016,10,4,95,110,1
"1896",2016,10,5,84,107,0
"1897",2016,10,6,79,108,0
"1898",2016,10,7,104,140,1
"1899",2016,10,8,120,144,1
"1900",2016,10,9,100,121,0
"1901",2016,11,NA,59,81,0
"1902",2016,11,1,92,118,0
"1903",2016,11,2,49,67,0
"1904",2016,11,3,89,119,0
"1905",2016,11,4,80,96,3
"1906",2016,11,5,93,121,0
"1907",2016,11,6,65,83,0
"1908",2016,11,7,77,104,1
"1909",2016,11,8,101,140,1
"1910",2016,11,9,114,151,3
"1911",2016,12,NA,38,51,0
"1912",2016,12,1,72,87,0
"1913",2016,12,2,43,62,0
"1914",2016,12,3,71,86,0
"1915",2016,12,4,44,61,0
"1916",2016,12,5,58,80,1
"1917",2016,12,6,47,57,2
"1918",2016,12,7,61,77,1
"1919",2016,12,8,67,81,1
"1920",2016,12,9,79,109,0
"1921",2017,1,NA,38,44,1
"1922",2017,1,1,55,66,0
"1923",2017,1,2,38,51,0
"1924",2017,1,3,57,70,0
"1925",2017,1,4,57,75,1
"1926",2017,1,5,63,85,0
"1927",2017,1,6,67,91,0
"1928",2017,1,7,49,61,1
"1929",2017,1,8,70,94,0
"1930",2017,1,9,68,88,0
"1931",2017,2,NA,31,38,1
"1932",2017,2,1,79,104,0
"1933",2017,2,2,39,58,0
"1934",2017,2,3,68,98,0
"1935",2017,2,4,56,78,0
"1936",2017,2,5,55,73,0
"1937",2017,2,6,52,64,1
"1938",2017,2,7,68,83,2
"1939",2017,2,8,88,108,0
"1940",2017,2,9,61,84,0
"1941",2017,3,NA,42,58,1
"1942",2017,3,1,85,100,0
"1943",2017,3,2,44,55,0
"1944",2017,3,3,89,113,0
"1945",2017,3,4,76,109,0
"1946",2017,3,5,87,112,1
"1947",2017,3,6,80,94,0
"1948",2017,3,7,74,96,0
"1949",2017,3,8,111,153,0
"1950",2017,3,9,100,126,1
"1951",2017,4,NA,44,54,0
"1952",2017,4,1,83,108,0
"1953",2017,4,2,37,54,1
"1954",2017,4,3,91,118,0
"1955",2017,4,4,60,78,1
"1956",2017,4,5,70,98,0
"1957",2017,4,6,60,86,1
"1958",2017,4,7,73,94,0
"1959",2017,4,8,104,143,0
"1960",2017,4,9,95,121,1
"1961",2017,5,NA,31,40,1
"1962",2017,5,1,105,125,0
"1963",2017,5,2,59,75,1
"1964",2017,5,3,106,132,0
"1965",2017,5,4,73,103,0
"1966",2017,5,5,82,106,1
"1967",2017,5,6,61,74,0
"1968",2017,5,7,78,110,0
"1969",2017,5,8,107,126,0
"1970",2017,5,9,92,135,1
"1971",2017,6,NA,22,26,0
"1972",2017,6,1,89,107,0
"1973",2017,6,2,63,76,0
"1974",2017,6,3,118,161,0
"1975",2017,6,4,58,81,0
"1976",2017,6,5,68,91,1
"1977",2017,6,6,94,118,0
"1978",2017,6,7,78,101,0
"1979",2017,6,8,90,110,0
"1980",2017,6,9,79,100,0
"1981",2017,7,NA,49,67,1
"1982",2017,7,1,80,109,0
"1983",2017,7,2,40,48,0
"1984",2017,7,3,97,114,1
"1985",2017,7,4,68,90,1
"1986",2017,7,5,63,85,1
"1987",2017,7,6,60,77,0
"1988",2017,7,7,73,93,0
"1989",2017,7,8,92,115,3
"1990",2017,7,9,69,100,0
"1991",2017,8,NA,27,33,1
"1992",2017,8,1,39,44,0
"1993",2017,8,2,32,39,0
"1994",2017,8,3,67,92,0
"1995",2017,8,4,39,53,0
"1996",2017,8,5,37,60,1
"1997",2017,8,6,41,64,0
"1998",2017,8,7,46,52,0
"1999",2017,8,8,50,63,0
"2000",2017,8,9,50,65,0
"2001",2017,9,NA,37,45,0
"2002",2017,9,1,92,116,0
"2003",2017,9,2,52,67,0
"2004",2017,9,3,101,122,0
"2005",2017,9,4,44,65,0
"2006",2017,9,5,78,101,1
"2007",2017,9,6,62,79,0
"2008",2017,9,7,82,124,2
"2009",2017,9,8,94,114,0
"2010",2017,9,9,104,145,2
"2011",2017,10,NA,33,46,0
"2012",2017,10,1,88,104,0
"2013",2017,10,2,40,58,0
"2014",2017,10,3,108,142,0
"2015",2017,10,4,72,106,0
"2016",2017,10,5,62,74,0
"2017",2017,10,6,81,105,1
"2018",2017,10,7,89,126,0
"2019",2017,10,8,108,133,0
"2020",2017,10,9,109,135,1
"2021",2017,11,NA,39,47,1
"2022",2017,11,1,96,117,0
"2023",2017,11,2,59,74,0
"2024",2017,11,3,85,103,0
"2025",2017,11,4,64,88,0
"2026",2017,11,5,79,101,0
"2027",2017,11,6,67,99,0
"2028",2017,11,7,77,95,1
"2029",2017,11,8,95,116,1
"2030",2017,11,9,112,148,0
"2031",2017,12,NA,35,44,0
"2032",2017,12,1,85,98,1
"2033",2017,12,2,48,61,1
"2034",2017,12,3,76,93,1
"2035",2017,12,4,52,69,0
"2036",2017,12,5,70,86,1
"2037",2017,12,6,56,66,2
"2038",2017,12,7,66,84,2
"2039",2017,12,8,77,104,0
"2040",2017,12,9,87,105,1
"2041",2018,1,NA,36,53,0
"2042",2018,1,1,71,87,0
"2043",2018,1,2,37,52,1
"2044",2018,1,3,87,111,1
"2045",2018,1,4,63,80,0
"2046",2018,1,5,60,76,0
"2047",2018,1,6,67,87,0
"2048",2018,1,7,66,97,1
"2049",2018,1,8,73,92,2
"2050",2018,1,9,75,102,3
"2051",2018,2,NA,52,67,1
"2052",2018,2,1,70,85,1
"2053",2018,2,2,40,53,1
"2054",2018,2,3,71,95,0
"2055",2018,2,4,58,78,0
"2056",2018,2,5,65,84,0
"2057",2018,2,6,55,69,0
"2058",2018,2,7,62,78,0
"2059",2018,2,8,76,108,0
"2060",2018,2,9,78,102,0
"2061",2018,3,NA,32,38,0
"2062",2018,3,1,70,91,1
"2063",2018,3,2,40,50,0
"2064",2018,3,3,75,90,0
"2065",2018,3,4,75,97,0
"2066",2018,3,5,70,98,0
"2067",2018,3,6,54,68,1
"2068",2018,3,7,56,68,0
"2069",2018,3,8,92,126,0
"2070",2018,3,9,89,116,0
"2071",2018,4,NA,32,47,0
"2072",2018,4,1,83,97,1
"2073",2018,4,2,43,56,0
"2074",2018,4,3,68,91,0
"2075",2018,4,4,63,86,0
"2076",2018,4,5,47,61,0
"2077",2018,4,6,74,100,1
"2078",2018,4,7,75,106,0
"2079",2018,4,8,95,134,0
"2080",2018,4,9,95,130,0
"2081",2018,5,NA,39,52,0
"2082",2018,5,1,78,84,0
"2083",2018,5,2,41,59,0
"2084",2018,5,3,108,126,0
"2085",2018,5,4,80,111,0
"2086",2018,5,5,94,122,2
"2087",2018,5,6,68,92,2
"2088",2018,5,7,84,113,0
"2089",2018,5,8,81,114,0
"2090",2018,5,9,128,163,0
"2091",2018,6,NA,23,26,0
"2092",2018,6,1,80,100,0
"2093",2018,6,2,65,85,0
"2094",2018,6,3,99,116,1
"2095",2018,6,4,76,92,1
"2096",2018,6,5,85,107,0
"2097",2018,6,6,89,113,0
"2098",2018,6,7,77,100,0
"2099",2018,6,8,105,135,0
"2100",2018,6,9,95,115,0
"2101",2018,7,NA,30,44,0
"2102",2018,7,1,66,89,0
"2103",2018,7,2,54,69,1
"2104",2018,7,3,93,124,0
"2105",2018,7,4,57,74,0
"2106",2018,7,5,68,98,0
"2107",2018,7,6,87,118,0
"2108",2018,7,7,59,85,1
"2109",2018,7,8,68,95,0
"2110",2018,7,9,85,133,0
"2111",2018,8,NA,23,37,0
"2112",2018,8,1,32,39,0
"2113",2018,8,2,30,44,0
"2114",2018,8,3,43,47,0
"2115",2018,8,4,34,40,0
"2116",2018,8,5,32,36,1
"2117",2018,8,6,23,27,0
"2118",2018,8,7,42,56,0
"2119",2018,8,8,54,71,0
"2120",2018,8,9,56,78,1
"2121",2018,9,NA,39,57,1
"2122",2018,9,1,90,110,0
"2123",2018,9,2,52,70,0
"2124",2018,9,3,92,117,1
"2125",2018,9,4,82,104,0
"2126",2018,9,5,77,97,1
"2127",2018,9,6,74,108,0
"2128",2018,9,7,80,104,3
"2129",2018,9,8,85,107,1
"2130",2018,9,9,87,117,0
"2131",2018,10,NA,36,48,1
"2132",2018,10,1,103,125,0
"2133",2018,10,2,52,67,1
"2134",2018,10,3,111,139,0
"2135",2018,10,4,77,97,2
"2136",2018,10,5,75,92,0
"2137",2018,10,6,72,83,0
"2138",2018,10,7,79,111,0
"2139",2018,10,8,113,137,1
"2140",2018,10,9,119,160,2
"2141",2018,11,NA,30,44,0
"2142",2018,11,1,88,101,0
"2143",2018,11,2,51,58,0
"2144",2018,11,3,82,96,1
"2145",2018,11,4,78,94,0
"2146",2018,11,5,80,98,0
"2147",2018,11,6,77,110,0
"2148",2018,11,7,73,92,1
"2149",2018,11,8,104,128,1
"2150",2018,11,9,119,147,0
"2151",2018,12,NA,23,28,0
"2152",2018,12,1,83,107,0
"2153",2018,12,2,40,57,0
"2154",2018,12,3,81,114,0
"2155",2018,12,4,62,78,0
"2156",2018,12,5,68,87,0
"2157",2018,12,6,62,75,3
"2158",2018,12,7,59,75,1
"2159",2018,12,8,100,128,0
"2160",2018,12,9,78,107,0
"2161",2019,1,NA,27,36,0
"2162",2019,1,1,72,96,0
"2163",2019,1,2,43,59,0
"2164",2019,1,3,74,89,1
"2165",2019,1,4,48,59,0
"2166",2019,1,5,77,96,1
"2167",2019,1,6,49,61,0
"2168",2019,1,7,85,112,0
"2169",2019,1,8,81,97,0
"2170",2019,1,9,60,83,0
"2171",2019,2,NA,12,20,0
"2172",2019,2,1,70,84,0
"2173",2019,2,2,40,53,0
"2174",2019,2,3,87,108,0
"2175",2019,2,4,67,96,0
"2176",2019,2,5,66,74,0
"2177",2019,2,6,50,59,0
"2178",2019,2,7,67,91,0
"2179",2019,2,8,77,112,1
"2180",2019,2,9,72,92,0
"2181",2019,3,NA,27,30,1
"2182",2019,3,1,106,132,1
"2183",2019,3,2,68,86,0
"2184",2019,3,3,96,116,0
"2185",2019,3,4,61,67,0
"2186",2019,3,5,77,97,0
"2187",2019,3,6,64,73,0
"2188",2019,3,7,71,88,0
"2189",2019,3,8,103,134,0
"2190",2019,3,9,102,142,0
"2191",2019,4,NA,34,42,0
"2192",2019,4,1,101,123,1
"2193",2019,4,2,63,77,0
"2194",2019,4,3,87,117,0
"2195",2019,4,4,50,67,1
"2196",2019,4,5,53,65,0
"2197",2019,4,6,65,84,1
"2198",2019,4,7,87,110,0
"2199",2019,4,8,88,118,0
"2200",2019,4,9,74,105,1
"2201",2019,5,NA,33,43,0
"2202",2019,5,1,81,103,0
"2203",2019,5,2,43,51,0
"2204",2019,5,3,90,118,0
"2205",2019,5,4,93,115,0
"2206",2019,5,5,76,104,1
"2207",2019,5,6,65,81,1
"2208",2019,5,7,87,111,1
"2209",2019,5,8,86,116,0
"2210",2019,5,9,111,148,0
"2211",2019,6,NA,31,43,1
"2212",2019,6,1,85,115,1
"2213",2019,6,2,48,58,0
"2214",2019,6,3,89,118,0
"2215",2019,6,4,47,63,0
"2216",2019,6,5,73,105,0
"2217",2019,6,6,76,101,1
"2218",2019,6,7,85,104,0
"2219",2019,6,8,76,105,0
"2220",2019,6,9,99,134,0
"2221",2019,7,NA,40,58,0
"2222",2019,7,1,79,92,0
"2223",2019,7,2,43,51,0
"2224",2019,7,3,88,100,0
"2225",2019,7,4,63,89,1
"2226",2019,7,5,72,104,0
"2227",2019,7,6,49,60,0
"2228",2019,7,7,75,98,0
"2229",2019,7,8,96,120,2
"2230",2019,7,9,98,137,2
"2231",2019,8,NA,10,12,0
"2232",2019,8,1,33,38,0
"2233",2019,8,2,26,34,0
"2234",2019,8,3,57,68,0
"2235",2019,8,4,31,40,1
"2236",2019,8,5,36,47,0
"2237",2019,8,6,41,52,0
"2238",2019,8,7,38,50,1
"2239",2019,8,8,43,62,0
"2240",2019,8,9,48,56,0
"2241",2019,9,NA,28,36,0
"2242",2019,9,1,86,105,0
"2243",2019,9,2,47,66,0
"2244",2019,9,3,80,92,0
"2245",2019,9,4,68,88,0
"2246",2019,9,5,64,80,0
"2247",2019,9,6,68,91,0
"2248",2019,9,7,58,86,0
"2249",2019,9,8,93,130,0
"2250",2019,9,9,98,134,0
"2251",2019,10,NA,35,48,0
"2252",2019,10,1,93,113,0
"2253",2019,10,2,55,72,0
"2254",2019,10,3,89,109,0
"2255",2019,10,4,83,109,0
"2256",2019,10,5,91,113,1
"2257",2019,10,6,71,99,0
"2258",2019,10,7,82,100,1
"2259",2019,10,8,99,129,0
"2260",2019,10,9,103,138,0
"2261",2019,11,NA,48,61,0
"2262",2019,11,1,81,94,0
"2263",2019,11,2,47,55,0
"2264",2019,11,3,92,115,0
"2265",2019,11,4,80,103,2
"2266",2019,11,5,80,102,1
"2267",2019,11,6,64,78,0
"2268",2019,11,7,68,88,0
"2269",2019,11,8,105,128,0
"2270",2019,11,9,88,115,2
"2271",2019,12,NA,37,52,0
"2272",2019,12,1,86,108,0
"2273",2019,12,2,33,45,0
"2274",2019,12,3,66,84,1
"2275",2019,12,4,53,65,0
"2276",2019,12,5,51,64,0
"2277",2019,12,6,63,73,0
"2278",2019,12,7,62,105,2
"2279",2019,12,8,100,129,0
"2280",2019,12,9,82,119,0
"2281",2020,1,NA,21,26,0
"2282",2020,1,1,54,63,0
"2283",2020,1,2,37,48,0
"2284",2020,1,3,56,66,0
"2285",2020,1,4,66,89,1
"2286",2020,1,5,48,65,1
"2287",2020,1,6,49,64,0
"2288",2020,1,7,52,66,0
"2289",2020,1,8,76,98,1
"2290",2020,1,9,76,93,1
"2291",2020,2,NA,28,39,0
"2292",2020,2,1,64,75,1
"2293",2020,2,2,31,35,0
"2294",2020,2,3,70,86,2
"2295",2020,2,4,46,57,0
"2296",2020,2,5,54,68,0
"2297",2020,2,6,44,56,0
"2298",2020,2,7,61,75,0
"2299",2020,2,8,70,88,1
"2300",2020,2,9,64,81,0
"2301",2020,3,NA,10,13,1
"2302",2020,3,1,16,17,0
"2303",2020,3,2,15,17,0
"2304",2020,3,3,30,41,0
"2305",2020,3,4,21,30,0
"2306",2020,3,5,18,23,0
"2307",2020,3,6,15,20,0
"2308",2020,3,7,27,36,2
"2309",2020,3,8,21,30,0
"2310",2020,3,9,26,29,0
"2311",2020,4,NA,7,10,0
"2312",2020,4,1,4,6,0
"2313",2020,4,2,11,11,0
"2314",2020,4,3,12,14,0
"2315",2020,4,4,10,12,0
"2316",2020,4,5,7,8,0
"2317",2020,4,6,10,13,0
"2318",2020,4,7,6,9,0
"2319",2020,4,8,11,15,0
"2320",2020,4,9,9,9,0
"2321",2020,5,NA,24,26,0
"2322",2020,5,1,33,37,0
"2323",2020,5,2,26,31,1
"2324",2020,5,3,38,46,0
"2325",2020,5,4,34,43,0
"2326",2020,5,5,37,52,0
"2327",2020,5,6,31,40,0
"2328",2020,5,7,39,49,0
"2329",2020,5,8,44,54,0
"2330",2020,5,9,32,35,1
"2331",2020,6,NA,30,40,0
"2332",2020,6,1,49,60,0
"2333",2020,6,2,32,37,0
"2334",2020,6,3,79,89,1
"2335",2020,6,4,45,54,0
"2336",2020,6,5,45,54,0
"2337",2020,6,6,39,42,0
"2338",2020,6,7,66,75,1
"2339",2020,6,8,67,81,0
"2340",2020,6,9,61,76,1
"2341",2020,7,NA,31,34,0
"2342",2020,7,1,53,65,0
"2343",2020,7,2,49,60,0
"2344",2020,7,3,73,87,0
"2345",2020,7,4,60,77,0
"2346",2020,7,5,47,54,0
"2347",2020,7,6,54,69,0
"2348",2020,7,7,66,81,1
"2349",2020,7,8,78,95,1
"2350",2020,7,9,70,94,0
"2351",2020,8,NA,18,28,0
"2352",2020,8,1,28,32,0
"2353",2020,8,2,26,34,0
"2354",2020,8,3,41,51,0
"2355",2020,8,4,42,47,0
"2356",2020,8,5,34,42,0
"2357",2020,8,6,40,48,0
"2358",2020,8,7,40,56,0
"2359",2020,8,8,26,41,1
"2360",2020,8,9,62,85,0
"2361",2020,9,NA,25,29,0
"2362",2020,9,1,71,80,0
"2363",2020,9,2,55,81,0
"2364",2020,9,3,80,98,0
"2365",2020,9,4,75,108,0
"2366",2020,9,5,56,71,0
"2367",2020,9,6,66,73,0
"2368",2020,9,7,79,89,0
"2369",2020,9,8,94,119,1
"2370",2020,9,9,86,112,0
"2371",2020,10,NA,31,37,1
"2372",2020,10,1,78,93,1
"2373",2020,10,2,36,48,0
"2374",2020,10,3,104,129,0
"2375",2020,10,4,47,60,1
"2376",2020,10,5,67,76,0
"2377",2020,10,6,53,61,0
"2378",2020,10,7,76,96,0
"2379",2020,10,8,75,88,0
"2380",2020,10,9,84,100,0
"2381",2020,11,NA,9,10,0
"2382",2020,11,1,33,37,0
"2383",2020,11,2,18,23,0
"2384",2020,11,3,42,48,0
"2385",2020,11,4,45,57,0
"2386",2020,11,5,38,42,1
"2387",2020,11,6,41,49,0
"2388",2020,11,7,40,49,0
"2389",2020,11,8,55,73,0
"2390",2020,11,9,41,48,0
"2391",2020,12,NA,25,27,0
"2392",2020,12,1,46,56,0
"2393",2020,12,2,26,28,0
"2394",2020,12,3,45,54,1
"2395",2020,12,4,49,57,2
"2396",2020,12,5,45,56,0
"2397",2020,12,6,28,39,1
"2398",2020,12,7,44,53,0
"2399",2020,12,8,44,54,1
"2400",2020,12,9,60,71,0
"2401",2021,1,NA,19,24,0
"2402",2021,1,1,39,42,0
"2403",2021,1,2,16,19,0
"2404",2021,1,3,62,77,0
"2405",2021,1,4,41,50,0
"2406",2021,1,5,28,39,0
"2407",2021,1,6,34,40,0
"2408",2021,1,7,29,31,1
"2409",2021,1,8,49,61,0
"2410",2021,1,9,36,47,0
"2411",2021,2,NA,20,22,0
"2412",2021,2,1,47,58,0
"2413",2021,2,2,32,34,0
"2414",2021,2,3,50,60,0
"2415",2021,2,4,46,59,0
"2416",2021,2,5,51,64,0
"2417",2021,2,6,39,55,0
"2418",2021,2,7,51,58,0
"2419",2021,2,8,66,80,0
"2420",2021,2,9,61,81,0
"2421",2021,3,NA,33,36,0
"2422",2021,3,1,59,64,0
"2423",2021,3,2,29,30,0
"2424",2021,3,3,64,78,2
"2425",2021,3,4,43,51,1
"2426",2021,3,5,48,61,0
"2427",2021,3,6,47,62,0
"2428",2021,3,7,53,61,0
"2429",2021,3,8,48,57,0
"2430",2021,3,9,59,76,0
"2431",2021,4,NA,26,32,0
"2432",2021,4,1,62,73,0
"2433",2021,4,2,39,47,0
"2434",2021,4,3,85,97,0
"2435",2021,4,4,41,47,0
"2436",2021,4,5,66,72,0
"2437",2021,4,6,51,64,0
"2438",2021,4,7,55,73,0
"2439",2021,4,8,51,62,0
"2440",2021,4,9,53,66,0
"2441",2021,5,NA,35,49,0
"2442",2021,5,1,99,110,0
"2443",2021,5,2,45,52,0
"2444",2021,5,3,82,106,0
"2445",2021,5,4,57,64,0
"2446",2021,5,5,76,90,1
"2447",2021,5,6,65,80,2
"2448",2021,5,7,77,99,1
"2449",2021,5,8,100,124,1
"2450",2021,5,9,97,112,1
"2451",2021,6,NA,30,34,0
"2452",2021,6,1,87,104,0
"2453",2021,6,2,54,65,0
"2454",2021,6,3,88,96,0
"2455",2021,6,4,64,77,0
"2456",2021,6,5,78,87,0
"2457",2021,6,6,66,77,0
"2458",2021,6,7,87,111,1
"2459",2021,6,8,109,133,0
"2460",2021,6,9,98,126,1
"2461",2021,7,NA,40,45,1
"2462",2021,7,1,78,91,0
"2463",2021,7,2,51,60,0
"2464",2021,7,3,89,116,0
"2465",2021,7,4,65,80,0
"2466",2021,7,5,57,73,0
"2467",2021,7,6,67,87,0
"2468",2021,7,7,78,107,0
"2469",2021,7,8,78,93,0
"2470",2021,7,9,77,105,0
"2471",2021,8,NA,18,20,0
"2472",2021,8,1,42,52,0
"2473",2021,8,2,37,49,0
"2474",2021,8,3,48,63,0
"2475",2021,8,4,42,57,0
"2476",2021,8,5,43,56,0
"2477",2021,8,6,37,48,0
"2478",2021,8,7,41,52,0
"2479",2021,8,8,38,48,1
"2480",2021,8,9,64,81,2
"2481",2021,9,NA,26,37,0
"2482",2021,9,1,92,118,1
"2483",2021,9,2,63,86,1
"2484",2021,9,3,98,117,0
"2485",2021,9,4,83,96,0
"2486",2021,9,5,69,86,0
"2487",2021,9,6,52,67,0
"2488",2021,9,7,81,100,1
"2489",2021,9,8,93,139,1
"2490",2021,9,9,104,142,0
"2491",2021,10,NA,41,46,1
"2492",2021,10,1,99,117,1
"2493",2021,10,2,61,78,0
"2494",2021,10,3,97,122,0
"2495",2021,10,4,76,98,2
"2496",2021,10,5,74,93,2
"2497",2021,10,6,61,78,0
"2498",2021,10,7,88,106,0
